id,type,dewey,height,depth
29118,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1,6,16
30594,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.1,0,17
30595,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2,5,17
34713,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.1,3,18
35352,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.1.1,2,19
49436,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.1.1.1,1,20
68671,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.1.1.1.1,0,21
49437,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.1.1.2,0,20
34714,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2,4,18
36649,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.1,3,19
71095,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.1.1,0,20
71096,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.1.2,2,20
76316,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.1.2.1,1,21
93637,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.1.2.1.1,0,22
93638,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.1.2.1.2,0,22
76317,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.1.2.2,0,21
36650,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.2,1,19
83401,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.2.1,0,20
83402,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.2.2,0,20
36651,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.3,2,19
42530,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.3.1,1,20
83646,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.3.1.1,0,21
42531,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.3.2,1,20
99927,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.3.2.1,0,21
99928,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.3.2.2,0,21
99929,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.3.2.3,0,21
42532,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.2.3.3,0,20
34715,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.2.3,0,18
30596,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.3,1,17
78468,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.3.1,0,18
78469,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.1.1.3.2,0,18
15943,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2,4,15
27197,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.1,2,16
36165,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.1.1,1,17
56554,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.1.1.1,0,18
27198,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2,3,16
36371,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.1,2,17
49932,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.1.1,1,18
95459,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.1.1.1,0,19
95460,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.1.1.2,0,19
49933,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.1.2,1,18
53286,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.1.2.1,0,19
36372,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.2,2,17
36970,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.2.1,1,18
92821,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.2.1.1,0,19
92822,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.2.1.2,0,19
92823,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.2.1.3,0,19
36971,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.2.2.2,0,18
27199,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.2.3.2.3,0,16
3317,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3,11,13
3333,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.1,1,14
23393,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.1.1,0,15
3334,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2,10,14
9983,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.1,1,15
97398,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.1.1,0,16
97399,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.1.2,0,16
97400,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.1.3,0,16
9984,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2,3,15
16567,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.1,1,16
85428,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.1.1,0,17
16568,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.2,2,16
65087,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.2.1,1,17
90994,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.2.1.1,0,18
90995,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.2.1.2,0,18
90996,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.2.1.3,0,18
65088,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.2.2,1,17
88108,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.2.2.1,0,18
88109,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.2.2.2,0,18
88110,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.2.2.3,0,18
65089,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.2.2.3,0,17
9985,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3,9,15
12273,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1,5,16
25988,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1.1,4,17
27964,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1.1.1,0,18
27965,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1.1.2,3,18
39414,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1.1.2.1,2,19
49721,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1.1.2.1.1,0,20
49722,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1.1.2.1.2,0,20
49723,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1.1.2.1.3,1,20
67226,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1.1.2.1.3.1,0,21
67227,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1.1.2.1.3.2,0,21
67228,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1.1.2.1.3.3,0,21
25989,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.1.2,0,17
12274,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2,8,16
12378,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.1,0,17
12379,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2,7,17
15512,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1,6,18
37677,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1,5,19
55143,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.1,0,20
55144,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.2,0,20
55145,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3,4,20
57620,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.1,2,21
62029,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.1.1,1,22
64289,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.1.1.1,0,23
62030,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.1.2,0,22
62031,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.1.3,1,22
77683,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.1.3.1,0,23
77684,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.1.3.2,0,23
57621,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.2,1,21
57658,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.2.1,0,22
57659,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.2.2,0,22
57622,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3,3,21
63996,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.1,2,22
81836,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.1.1,1,23
94090,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.1.1.1,0,24
94091,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.1.1.2,0,24
81837,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.1.2,0,23
81838,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.1.3,1,23
91122,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.1.3.1,0,24
63997,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.2,1,22
75835,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.2.1,0,23
75836,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.2.2,0,23
75837,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.2.3,0,23
63998,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.1.1.3.3.3,0,22
15513,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2,5,18
22017,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.1,0,19
22018,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2,4,19
27517,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.1,3,20
41263,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.1.1,2,21
67678,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.1.1.1,0,22
67679,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.1.1.2,0,22
67680,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.1.1.3,1,22
99662,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.1.1.3.1,0,23
99663,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.1.1.3.2,0,23
41264,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.1.2,0,21
27518,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.2,3,20
44060,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.2.1,2,21
71909,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.2.1.1,1,22
77054,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.2.1.1.1,0,23
71910,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.2.1.2,0,22
71911,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.2.1.3,0,22
44061,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.2.2.2.2.2.2,0,21
12275,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3,8,16
12439,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1,7,17
16863,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1,6,18
18181,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.1,1,19
75735,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.1.1,0,20
75736,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.1.2,0,20
18182,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.2,0,19
18183,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.3,5,19
29765,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.3.1,4,20
60252,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.3.1.1,3,21
69461,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.3.1.1.1,0,22
69462,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.3.1.1.2,2,22
87842,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.3.1.1.2.1,1,23
99605,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.3.1.1.2.1.1,0,24
99606,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.3.1.1.2.1.2,0,24
99607,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.3.1.1.2.1.3,0,24
69463,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.3.1.1.3,0,22
60253,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.1.1.3.1.2,0,21
12440,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2,5,17
15231,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.1,3,18
19926,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.1.1,2,19
35801,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.1.1.1,1,20
98163,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.1.1.1.1,0,21
98164,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.1.1.1.2,0,21
98165,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.1.1.1.3,0,21
19927,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.1.2,1,19
65386,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.1.2.1,0,20
65387,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.1.2.2,0,20
65388,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.1.2.3,0,20
19928,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.1.3,0,19
15232,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2,4,18
36288,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.1,3,19
50752,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.1.1,2,20
83841,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.1.1.1,1,21
88417,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.1.1.1.1,0,22
83842,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.1.1.2,0,21
83843,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.1.1.3,0,21
36289,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.2,0,19
36290,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.3,2,19
40291,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.3.1,0,20
40292,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.3.2,1,20
59436,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.3.2.1,0,21
59437,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.3.2.2,0,21
40293,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.2.3.3.2.2.3.3,0,20
3335,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3,10,14
4676,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.1,2,15
10408,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.1.1,1,16
56645,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.1.1.1,0,17
56646,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.1.1.2,0,17
56647,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.1.1.3,0,17
4677,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2,9,15
22208,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1,8,16
24516,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.1,2,17
41803,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.1.1,1,18
43041,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.1.1.1,0,19
43042,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.1.1.2,0,19
43043,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.1.1.3,0,19
41804,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.1.2,1,18
47344,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.1.2.1,0,19
47345,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.1.2.2,0,19
24517,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2,7,17
24973,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1,6,18
35905,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.1,0,19
35906,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2,5,19
57128,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1,4,20
57284,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.1,3,21
59903,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.1.1,1,22
86085,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.1.1.1,0,23
86086,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.1.1.2,0,23
59904,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.1.2,2,22
78749,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.1.2.1,0,23
78750,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.1.2.2,1,23
80489,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.1.2.2.1,0,24
80490,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.1.2.2.2,0,24
78751,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.1.2.3,1,23
96639,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.1.2.3.1,0,24
57285,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.2,2,21
58853,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.2.1,0,22
58854,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.2.2,1,22
93845,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.2.2.1,0,23
93846,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.2.2.2,0,23
57286,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.1.3,0,21
57129,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.2,0,20
57130,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.2.1.2.3,0,20
24518,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.1.3,0,17
22209,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.2.2,0,16
4678,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3,6,15
5881,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1,5,16
8733,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1,4,17
29335,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.1,0,18
29336,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.2,1,18
41795,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.2.1,0,19
29337,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3,3,18
38849,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.1,2,19
42197,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.1.1,1,20
92912,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.1.1.1,0,21
92913,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.1.1.2,0,21
42198,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.1.2,1,20
69742,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.1.2.1,0,21
69743,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.1.2.2,0,21
69744,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.1.2.3,0,21
38850,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.2,2,19
65631,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.2.1,0,20
65632,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.2.2,1,20
73614,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.2.2.1,0,21
73615,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.2.2.2,0,21
73616,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.2.2.3,0,21
65633,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.2.3,0,20
38851,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.3,1,19
78264,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.3.1,0,20
78265,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.3.2,0,20
78266,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.1.3.3.3,0,20
8734,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.2,3,17
12424,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.2.1,2,18
49111,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.2.1.1,1,19
79008,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.2.1.1.1,0,20
49112,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.2.1.2,0,19
12425,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.2.2,1,18
23180,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.2.2.1,0,19
8735,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.3,2,17
67659,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.3.1,1,18
82202,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.3.1.1,0,19
67660,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.3.2,0,18
67661,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.1.3.3.3.1.3.3,0,18
2918,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.2,14,12
3904,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.2.1,5,13
10400,TreeNode,1.1.1.1.1.2.2.1.3.1.1.1.2.1.1,4,14
