id,type,integer_id,upper_bound,height,depth
774,TreeNode,1657,1670,2,6
886,TreeNode,1658,1659,0,7
887,TreeNode,1660,1665,1,7
969,TreeNode,1661,1662,0,8
970,TreeNode,1663,1664,0,8
888,TreeNode,1666,1669,1,7
959,TreeNode,1667,1668,0,8
748,TreeNode,1672,1673,0,5
732,TreeNode,1675,1692,4,4
740,TreeNode,1676,1691,3,5
797,TreeNode,1677,1690,2,6
842,TreeNode,1678,1679,0,7
843,TreeNode,1680,1685,1,7
925,TreeNode,1681,1682,0,8
926,TreeNode,1683,1684,0,8
844,TreeNode,1686,1689,1,7
893,TreeNode,1687,1688,0,8
711,TreeNode,1694,1737,5,3
733,TreeNode,1695,1696,0,4
734,TreeNode,1697,1698,0,4
735,TreeNode,1699,1736,4,4
759,TreeNode,1700,1717,3,5
770,TreeNode,1701,1716,2,6
882,TreeNode,1702,1707,1,7
909,TreeNode,1703,1704,0,8
910,TreeNode,1705,1706,0,8
883,TreeNode,1708,1713,1,7
912,TreeNode,1709,1710,0,8
913,TreeNode,1711,1712,0,8
884,TreeNode,1714,1715,0,7
760,TreeNode,1718,1735,3,5
787,TreeNode,1719,1728,2,6
889,TreeNode,1720,1727,1,7
964,TreeNode,1721,1722,0,8
965,TreeNode,1723,1724,0,8
966,TreeNode,1725,1726,0,8
788,TreeNode,1729,1734,2,6
861,TreeNode,1730,1733,1,7
894,TreeNode,1731,1732,0,8
708,TreeNode,1739,1896,6,2
712,TreeNode,1740,1809,5,3
718,TreeNode,1741,1744,1,4
739,TreeNode,1742,1743,0,5
719,TreeNode,1745,1746,0,4
720,TreeNode,1747,1808,4,4
754,TreeNode,1748,1777,3,5
811,TreeNode,1749,1764,2,6
851,TreeNode,1750,1755,1,7
962,TreeNode,1751,1752,0,8
963,TreeNode,1753,1754,0,8
852,TreeNode,1756,1759,1,7
898,TreeNode,1757,1758,0,8
853,TreeNode,1760,1763,1,7
911,TreeNode,1761,1762,0,8
812,TreeNode,1765,1776,2,6
845,TreeNode,1766,1771,1,7
983,TreeNode,1767,1768,0,8
984,TreeNode,1769,1770,0,8
846,TreeNode,1772,1775,1,7
923,TreeNode,1773,1774,0,8
755,TreeNode,1778,1783,2,5
771,TreeNode,1779,1782,1,6
847,TreeNode,1780,1781,0,7
756,TreeNode,1784,1807,3,5
777,TreeNode,1785,1792,2,6
829,TreeNode,1786,1791,1,7
945,TreeNode,1787,1788,0,8
946,TreeNode,1789,1790,0,8
778,TreeNode,1793,1806,2,6
825,TreeNode,1794,1799,1,7
977,TreeNode,1795,1796,0,8
978,TreeNode,1797,1798,0,8
826,TreeNode,1800,1805,1,7
957,TreeNode,1801,1802,0,8
958,TreeNode,1803,1804,0,8
713,TreeNode,1810,1891,5,3
736,TreeNode,1811,1854,4,4
761,TreeNode,1812,1831,3,5
808,TreeNode,1813,1822,2,6
850,TreeNode,1814,1821,1,7
917,TreeNode,1815,1816,0,8
918,TreeNode,1817,1818,0,8
919,TreeNode,1819,1820,0,8
809,TreeNode,1823,1830,2,6
880,TreeNode,1824,1827,1,7
992,TreeNode,1825,1826,0,8
881,TreeNode,1828,1829,0,7
762,TreeNode,1832,1847,3,5
781,TreeNode,1833,1846,2,6
876,TreeNode,1834,1841,1,7
903,TreeNode,1835,1836,0,8
904,TreeNode,1837,1838,0,8
905,TreeNode,1839,1840,0,8
877,TreeNode,1842,1845,1,7
971,TreeNode,1843,1844,0,8
763,TreeNode,1848,1853,1,5
775,TreeNode,1849,1850,0,6
776,TreeNode,1851,1852,0,6
737,TreeNode,1855,1888,4,4
765,TreeNode,1856,1887,3,5
794,TreeNode,1857,1878,2,6
869,TreeNode,1858,1865,1,7
933,TreeNode,1859,1860,0,8
934,TreeNode,1861,1862,0,8
935,TreeNode,1863,1864,0,8
870,TreeNode,1866,1869,1,7
899,TreeNode,1867,1868,0,8
871,TreeNode,1870,1877,1,7
929,TreeNode,1871,1872,0,8
930,TreeNode,1873,1874,0,8
931,TreeNode,1875,1876,0,8
795,TreeNode,1879,1880,0,6
796,TreeNode,1881,1886,2,6
819,TreeNode,1882,1885,1,7
902,TreeNode,1883,1884,0,8
738,TreeNode,1889,1890,0,4
714,TreeNode,1892,1895,1,3
729,TreeNode,1893,1894,0,4
704,TreeNode,1898,1991,7,1
705,TreeNode,1899,1990,6,2
717,TreeNode,1900,1989,5,3
726,TreeNode,1901,1968,4,4
757,TreeNode,1902,1937,3,5
779,TreeNode,1903,1926,2,6
837,TreeNode,1904,1911,1,7
951,TreeNode,1905,1906,0,8
952,TreeNode,1907,1908,0,8
953,TreeNode,1909,1910,0,8
838,TreeNode,1912,1919,1,7
988,TreeNode,1913,1914,0,8
989,TreeNode,1915,1916,0,8
990,TreeNode,1917,1918,0,8
839,TreeNode,1920,1925,1,7
975,TreeNode,1921,1922,0,8
976,TreeNode,1923,1924,0,8
780,TreeNode,1927,1936,2,6
820,TreeNode,1928,1935,1,7
914,TreeNode,1929,1930,0,8
915,TreeNode,1931,1932,0,8
916,TreeNode,1933,1934,0,8
758,TreeNode,1938,1967,3,5
800,TreeNode,1939,1948,2,6
830,TreeNode,1940,1943,1,7
987,TreeNode,1941,1942,0,8
831,TreeNode,1944,1947,1,7
891,TreeNode,1945,1946,0,8
801,TreeNode,1949,1966,2,6
862,TreeNode,1950,1955,1,7
927,TreeNode,1951,1952,0,8
928,TreeNode,1953,1954,0,8
863,TreeNode,1956,1961,1,7
985,TreeNode,1957,1958,0,8
986,TreeNode,1959,1960,0,8
864,TreeNode,1962,1965,1,7
979,TreeNode,1963,1964,0,8
727,TreeNode,1969,1972,1,4
766,TreeNode,1970,1971,0,5
728,TreeNode,1973,1988,3,4
744,TreeNode,1974,1983,2,5
791,TreeNode,1975,1978,1,6
872,TreeNode,1976,1977,0,7
792,TreeNode,1979,1980,0,6
793,TreeNode,1981,1982,0,6
745,TreeNode,1984,1987,1,5
810,TreeNode,1985,1986,0,6
998,TreeNode,1993,1998,1,0
999,TreeNode,1994,1995,0,1
1000,TreeNode,1996,1997,0,1
